influencer_id,platform,date,URL,caption,reach,likes,comments
468,YouTube,2025-05-18,https://example.com/post/468/53165014,Post by Priya Sharma on Pre/Post Workout,408247,35496,1473
14,Twitter,2024-05-08,https://example.com/post/14/90143600,Post by Shweta Patel on Pre/Post Workout,230659,3890,2301
30,Instagram,2025-03-17,https://example.com/post/30/81059199,Post by Isha Reddy on Pre/Post Workout,375795,76594,1906
499,YouTube,2023-06-16,https://example.com/post/499/23439803,Post by Karan Patel on Proteins,260896,86146,1975
137,YouTube,2025-07-21,https://example.com/post/137/17503932,Post by Priya Kumar on Herbs for Personal Care,802164,28808,4716
434,YouTube,2024-09-27,https://example.com/post/434/57621071,Post by Suresh Singh on Speciality Supplements,981634,22818,1442
122,YouTube,2024-05-06,https://example.com/post/122/58155056,Post by Suresh Joshi on Herbs for Immunity,959377,77587,231
361,Twitter,2024-07-14,https://example.com/post/361/86188876,Post by Anita Naidu on Multivitamins,591984,18675,4612
486,Facebook,2023-08-14,https://example.com/post/486/76065552,Post by Aditya Singh on Fat Burners,569458,40558,1438
252,Twitter,2022-10-10,https://example.com/post/252/22114140,Post by Priya Patel on Vital Herbs,59896,30540,4928
113,Facebook,2022-09-03,https://example.com/post/113/80658723,Post by Suresh Singh on Weight Loss Foods,502207,139,2717
470,Facebook,2023-09-10,https://example.com/post/470/27514010,Post by Sneha Malhotra on Fat Burners,358311,94020,1453
471,Instagram,2024-05-17,https://example.com/post/471/17993466,Post by Shweta Gupta on Herbs for Immunity,23977,19410,4805
361,Twitter,2023-05-11,https://example.com/post/361/24887509,Post by Anita Naidu on Multivitamins,888599,69032,2989
492,YouTube,2022-12-20,https://example.com/post/492/60142505,Post by Rahul Chatterjee on Fat Burners,739761,86837,3240
301,YouTube,2023-02-16,https://example.com/post/301/55172462,Post by Divya Gupta on Gainers,317423,42334,1117
500,Facebook,2023-06-12,https://example.com/post/500/68635481,Post by Divya Chatterjee on Vital Herbs,831307,83839,3991
333,YouTube,2024-05-04,https://example.com/post/333/33381086,Post by Shweta Menon on Speciality Supplements,742535,73709,2923
115,Twitter,2023-07-19,https://example.com/post/115/60785855,Post by Priya Singh on Gainers,322727,96256,2412
66,YouTube,2023-07-23,https://example.com/post/66/10241310,Post by Vikram Verma on Weight Loss Foods,995876,92063,4692
201,YouTube,2022-09-29,https://example.com/post/201/34438599,Post by Deepak Nair on Herbs for Personal Care,632650,41759,1809
328,Twitter,2023-02-23,https://example.com/post/328/76596831,Post by Sneha Malhotra on Speciality Supplements,148475,43456,637
122,YouTube,2024-07-04,https://example.com/post/122/52885071,Post by Suresh Joshi on Herbs for Immunity,177042,83436,726
421,Instagram,2024-06-11,https://example.com/post/421/69945655,Post by Manish Das on Weight Loss Foods,12949,34811,1717
128,Instagram,2022-12-10,https://example.com/post/128/57040785,Post by Priya Das on Herbs for Immunity,270125,14210,10
25,Instagram,2024-09-22,https://example.com/post/25/68816911,Post by Aditya Sharma on Fat Burners,769170,55054,1362
453,Twitter,2024-11-18,https://example.com/post/453/76180344,Post by Isha Nair on Speciality Supplements,925603,49688,2877
280,Instagram,2024-08-31,https://example.com/post/280/23613510,Post by Manish Chopra on Multivitamins,870067,62897,4735
334,YouTube,2023-10-29,https://example.com/post/334/31831387,Post by Vikram Chopra on Speciality Supplements,474209,9711,273
151,Facebook,2022-09-04,https://example.com/post/151/52777459,Post by Priya Naidu on Multivitamins,274812,13776,607
176,YouTube,2023-07-08,https://example.com/post/176/60393104,Post by Manish Menon on Pre/Post Workout,169720,95992,614
281,Twitter,2023-01-31,https://example.com/post/281/55358959,Post by Ravi Kapoor on Herbs for Immunity,623886,80481,3954
361,Twitter,2022-09-26,https://example.com/post/361/67891237,Post by Anita Naidu on Multivitamins,989222,85723,1351
311,Facebook,2024-12-30,https://example.com/post/311/31086112,Post by Isha Patel on Herbs for Immunity,57157,13322,2712
106,Twitter,2023-08-18,https://example.com/post/106/64932613,Post by Rahul Kumar on Weight Loss Foods,732063,72678,4424
136,Twitter,2024-02-21,https://example.com/post/136/49916439,Post by Priya Gupta on Vital Herbs,250087,12621,406
202,Instagram,2025-04-25,https://example.com/post/202/30614492,Post by Priya Joshi on Herbs for Personal Care,58152,47344,31
219,Instagram,2023-01-20,https://example.com/post/219/49533757,Post by Karan Joshi on Gainers,864918,86822,4916
246,Twitter,2023-09-06,https://example.com/post/246/23017361,Post by Deepak Chopra on Gainers,27985,27175,1399
327,Facebook,2024-03-13,https://example.com/post/327/20997276,Post by Anita Gupta on Proteins,497574,15189,2526
402,Instagram,2024-10-16,https://example.com/post/402/73209094,Post by Suresh Gupta on Proteins,513855,86693,2170
47,Facebook,2024-09-25,https://example.com/post/47/34814337,Post by Rohit Kumar on Vital Herbs,390043,50046,3026
96,Twitter,2025-01-22,https://example.com/post/96/15988382,Post by Deepak Das on Multivitamins,277085,57687,3809
135,Instagram,2023-10-31,https://example.com/post/135/46045780,Post by Pooja Chopra on Herbs for Personal Care,592655,8129,1238
386,Facebook,2023-02-08,https://example.com/post/386/21503440,Post by Rohit Chopra on Proteins,701596,45111,4435
212,YouTube,2023-11-02,https://example.com/post/212/84303190,Post by Rohit Nair on Proteins,64946,50788,4280
215,YouTube,2025-03-23,https://example.com/post/215/86868410,Post by Neha Chatterjee on Speciality Supplements,925481,30936,3901
154,Twitter,2023-01-02,https://example.com/post/154/62989744,Post by Suresh Iyer on Fat Burners,947630,93675,284
258,Instagram,2025-06-17,https://example.com/post/258/86703472,Post by Anjali Nair on Speciality Supplements,711446,81350,1207
62,YouTube,2025-01-29,https://example.com/post/62/33203422,Post by Aditya Menon on Fat Burners,996163,21960,1735
414,Twitter,2023-08-23,https://example.com/post/414/26936398,Post by Manish Reddy on Gainers,45748,55542,641
350,Facebook,2025-01-01,https://example.com/post/350/37101146,Post by Vikram Menon on Proteins,863520,82261,1211
428,Twitter,2024-01-04,https://example.com/post/428/52916049,Post by Priya Sharma on Multivitamins,956047,95352,548
45,Instagram,2024-09-26,https://example.com/post/45/84673939,Post by Sneha Joshi on Gainers,417656,72408,2671
439,Twitter,2024-02-10,https://example.com/post/439/79751366,Post by Rahul Menon on Herbs for Personal Care,481412,1670,4813
268,Twitter,2024-11-30,https://example.com/post/268/25102023,Post by Aditya Chopra on Fat Burners,435574,19663,1214
291,Facebook,2023-02-15,https://example.com/post/291/24178065,Post by Karan Sharma on Multivitamins,591016,13287,2343
445,Twitter,2024-06-28,https://example.com/post/445/65148727,Post by Divya Iyer on Fat Burners,277967,50256,3977
293,Facebook,2025-03-19,https://example.com/post/293/15028557,Post by Pooja Menon on Multivitamins,181564,36149,3301
74,Instagram,2024-10-24,https://example.com/post/74/15205303,Post by Anjali Chopra on Herbs for Personal Care,416018,43499,1946
26,Instagram,2025-03-24,https://example.com/post/26/46048781,Post by Sanya Malhotra on Gainers,941605,48866,165
173,YouTube,2024-04-05,https://example.com/post/173/51734908,Post by Sanya Chopra on Fat Burners,294964,64487,804
498,YouTube,2023-11-03,https://example.com/post/498/28036919,Post by Amit Kumar on Proteins,316076,97531,3629
397,Instagram,2024-05-12,https://example.com/post/397/46160937,Post by Anjali Naidu on Proteins,765201,54677,4955
331,Facebook,2023-01-23,https://example.com/post/331/35224301,Post by Manish Joshi on Herbs for Personal Care,464173,27757,3335
380,Twitter,2025-04-12,https://example.com/post/380/79323646,Post by Sneha Verma on Vital Herbs,910313,49059,460
264,YouTube,2023-06-15,https://example.com/post/264/18806960,Post by Vikram Mehta on Multivitamins,327236,93054,4151
207,YouTube,2023-04-28,https://example.com/post/207/80368504,Post by Rahul Joshi on Weight Loss Foods,923047,74587,237
89,Facebook,2023-08-23,https://example.com/post/89/36941091,Post by Shweta Naidu on Speciality Supplements,878633,7603,2043
17,Twitter,2025-02-13,https://example.com/post/17/16785951,Post by Suresh Naidu on Herbs for Immunity,963625,47285,1631
141,Instagram,2024-08-17,https://example.com/post/141/72306347,Post by Amit Verma on Vital Herbs,530663,52078,1014
349,Twitter,2022-09-25,https://example.com/post/349/42472381,Post by Vikram Mehta on Gainers,391559,64116,4866
229,YouTube,2023-07-23,https://example.com/post/229/73697356,Post by Anita Bhartia on Weight Loss Foods,616388,72314,2865
177,Twitter,2023-06-24,https://example.com/post/177/44716747,Post by Divya Joshi on Herbs for Immunity,786342,90339,740
146,Twitter,2022-09-19,https://example.com/post/146/61883966,Post by Sneha Mehta on Herbs for Immunity,53062,21402,4687
400,Instagram,2023-10-06,https://example.com/post/400/39709238,Post by Rohit Chopra on Speciality Supplements,679827,29555,1693
138,Instagram,2024-11-09,https://example.com/post/138/78891441,Post by Rohit Nair on Proteins,22026,89467,72
243,Instagram,2023-04-21,https://example.com/post/243/96888739,Post by Rohit Patel on Fat Burners,182614,78842,69
115,Twitter,2023-12-23,https://example.com/post/115/91650533,Post by Priya Singh on Gainers,845193,40087,2255
217,Twitter,2024-09-03,https://example.com/post/217/56802956,Post by Anjali Chopra on Proteins,482294,33079,1787
239,Facebook,2024-04-03,https://example.com/post/239/79878835,Post by Priya Malhotra on Pre/Post Workout,865352,81787,3253
300,YouTube,2023-02-19,https://example.com/post/300/10986174,Post by Pooja Menon on Multivitamins,537361,86866,3065
288,Instagram,2024-02-23,https://example.com/post/288/50060760,Post by Neha Kapoor on Herbs for Immunity,718659,14219,3946
33,Facebook,2024-06-12,https://example.com/post/33/47108953,Post by Divya Reddy on Herbs for Immunity,672712,42666,2268
134,Facebook,2024-03-27,https://example.com/post/134/35281262,Post by Deepak Nair on Multivitamins,158212,67852,1968
461,Twitter,2022-11-18,https://example.com/post/461/90535106,Post by Karan Bhartia on Weight Loss Foods,424727,86627,2618
349,Twitter,2023-05-07,https://example.com/post/349/13416548,Post by Vikram Mehta on Gainers,688237,65241,2421
133,Facebook,2024-11-28,https://example.com/post/133/64304344,Post by Vikram Malhotra on Pre/Post Workout,408135,96614,289
299,Facebook,2023-08-17,https://example.com/post/299/56059101,Post by Deepak Chatterjee on Weight Loss Foods,762842,93552,1821
352,Twitter,2025-07-23,https://example.com/post/352/95672999,Post by Ravi Bhartia on Gainers,824024,62405,2936
260,Instagram,2024-03-30,https://example.com/post/260/32815223,Post by Neha Joshi on Fat Burners,882473,86244,4573
93,YouTube,2024-03-17,https://example.com/post/93/23100061,Post by Vikram Chatterjee on Speciality Supplements,494649,16819,2118
372,Instagram,2023-08-03,https://example.com/post/372/55047826,Post by Priya Verma on Multivitamins,687224,11754,1820
182,Instagram,2023-10-25,https://example.com/post/182/51216287,Post by Amit Singh on Herbs for Personal Care,441897,43476,3044
134,Facebook,2024-03-18,https://example.com/post/134/72244897,Post by Deepak Nair on Multivitamins,893562,15487,3854
28,Facebook,2022-12-17,https://example.com/post/28/73380252,Post by Vikram Joshi on Herbs for Personal Care,933630,25549,4099
62,YouTube,2024-09-13,https://example.com/post/62/81113720,Post by Aditya Menon on Fat Burners,313848,54196,442
446,Instagram,2023-05-29,https://example.com/post/446/28436852,Post by Priya Kapoor on Gainers,211026,44964,3352
292,YouTube,2025-02-16,https://example.com/post/292/29223220,Post by Priya Kumar on Fat Burners,332752,93854,1477
399,Instagram,2023-01-06,https://example.com/post/399/75441993,Post by Aditya Mehta on Weight Loss Foods,349787,82760,1448
161,Facebook,2022-11-20,https://example.com/post/161/10632635,Post by Shweta Iyer on Weight Loss Foods,475012,35901,1715
390,Twitter,2023-07-05,https://example.com/post/390/87346846,Post by Suresh Verma on Herbs for Immunity,802619,20816,4010
403,YouTube,2023-01-21,https://example.com/post/403/27368573,Post by Isha Joshi on Multivitamins,645328,56897,3517
207,YouTube,2024-12-19,https://example.com/post/207/74075580,Post by Rahul Joshi on Weight Loss Foods,402936,661,309
274,Facebook,2023-09-06,https://example.com/post/274/60076822,Post by Priya Patel on Herbs for Immunity,997219,1895,2639
388,Twitter,2025-07-16,https://example.com/post/388/35578773,Post by Karan Sharma on Speciality Supplements,19786,88752,33
321,Facebook,2023-12-16,https://example.com/post/321/40368869,Post by Rahul Kapoor on Weight Loss Foods,728213,45184,2556
67,YouTube,2023-02-20,https://example.com/post/67/61479273,Post by Aditya Sharma on Herbs for Immunity,528786,77208,2507
86,YouTube,2022-12-05,https://example.com/post/86/16136213,Post by Priya Kumar on Herbs for Immunity,313687,38169,3734
373,Facebook,2025-06-24,https://example.com/post/373/90043415,Post by Sneha Chatterjee on Herbs for Personal Care,550577,44330,3552
455,YouTube,2023-04-25,https://example.com/post/455/56000822,Post by Pooja Chopra on Herbs for Personal Care,946169,64298,2942
385,Twitter,2023-08-14,https://example.com/post/385/32130289,Post by Ravi Naidu on Pre/Post Workout,995138,52923,156
117,YouTube,2023-10-27,https://example.com/post/117/27610141,Post by Manish Naidu on Fat Burners,222449,96266,179
302,Facebook,2025-05-23,https://example.com/post/302/32680748,Post by Deepak Gupta on Herbs for Personal Care,130144,48099,306
193,Instagram,2023-12-30,https://example.com/post/193/81770706,Post by Vikram Joshi on Multivitamins,654404,6418,4865
25,Instagram,2023-03-03,https://example.com/post/25/97720360,Post by Aditya Sharma on Fat Burners,877735,2637,395
354,Instagram,2023-03-19,https://example.com/post/354/65938669,Post by Priya Nair on Fat Burners,466897,49890,1012
281,Twitter,2023-12-24,https://example.com/post/281/73672398,Post by Ravi Kapoor on Herbs for Immunity,736962,20120,1683
356,YouTube,2022-08-13,https://example.com/post/356/50415166,Post by Pooja Menon on Vital Herbs,442315,86775,827
340,Facebook,2025-06-24,https://example.com/post/340/46235719,Post by Suresh Nair on Multivitamins,654050,79431,1123
215,YouTube,2023-02-24,https://example.com/post/215/78663747,Post by Neha Chatterjee on Speciality Supplements,754681,81012,964
145,Twitter,2023-03-15,https://example.com/post/145/24262473,Post by Manish Patel on Pre/Post Workout,522917,26087,4988
103,Twitter,2024-01-14,https://example.com/post/103/80215481,Post by Isha Malhotra on Proteins,212469,46963,3356
152,YouTube,2023-06-18,https://example.com/post/152/15288944,Post by Ravi Nair on Vital Herbs,575765,65108,1701
353,Facebook,2025-04-04,https://example.com/post/353/54372866,Post by Shweta Reddy on Proteins,246896,408,104
344,Instagram,2023-01-23,https://example.com/post/344/24821786,Post by Karan Gupta on Fat Burners,876804,75305,4047
77,Facebook,2023-01-25,https://example.com/post/77/78679929,Post by Anjali Kumar on Herbs for Immunity,79693,94888,829
464,Instagram,2023-12-31,https://example.com/post/464/96481420,Post by Anjali Das on Herbs for Personal Care,243389,59917,2425
136,Twitter,2025-03-01,https://example.com/post/136/16721650,Post by Priya Gupta on Vital Herbs,105657,22948,323
437,Twitter,2024-03-11,https://example.com/post/437/58347193,Post by Rohit Iyer on Herbs for Personal Care,841534,88755,2561
219,Instagram,2023-03-19,https://example.com/post/219/22750478,Post by Karan Joshi on Gainers,893596,99429,375
5,Facebook,2023-05-04,https://example.com/post/5/99034004,Post by Aditya Menon on Vital Herbs,679636,22399,2692
184,Facebook,2025-01-06,https://example.com/post/184/93457527,Post by Sneha Gupta on Speciality Supplements,282342,96134,761
191,Facebook,2024-06-25,https://example.com/post/191/34544318,Post by Sanya Joshi on Herbs for Personal Care,120361,52580,3278
493,YouTube,2025-02-13,https://example.com/post/493/46484819,Post by Ravi Reddy on Weight Loss Foods,877303,50606,3917
410,Instagram,2024-12-04,https://example.com/post/410/97086700,Post by Suresh Malhotra on Proteins,930168,21910,926
68,YouTube,2022-11-22,https://example.com/post/68/31393688,Post by Sneha Sharma on Herbs for Personal Care,109751,54579,4839
248,YouTube,2025-01-07,https://example.com/post/248/34328380,Post by Aditya Verma on Herbs for Immunity,642018,49824,2937
314,Facebook,2022-09-22,https://example.com/post/314/27536261,Post by Aditya Kumar on Vital Herbs,507545,64029,925
455,YouTube,2024-11-13,https://example.com/post/455/69148126,Post by Pooja Chopra on Herbs for Personal Care,49205,8351,2143
336,YouTube,2024-04-28,https://example.com/post/336/11658959,Post by Amit Kapoor on Speciality Supplements,739793,88907,4299
393,Facebook,2023-10-26,https://example.com/post/393/99904987,Post by Vikram Naidu on Herbs for Personal Care,916557,44391,4252
268,Twitter,2023-02-05,https://example.com/post/268/68095862,Post by Aditya Chopra on Fat Burners,694856,95293,2036
247,YouTube,2024-07-02,https://example.com/post/247/99081734,Post by Shweta Joshi on Weight Loss Foods,710147,84120,3152
77,Facebook,2022-11-13,https://example.com/post/77/11562947,Post by Anjali Kumar on Herbs for Immunity,675652,20618,4141
435,Facebook,2025-03-12,https://example.com/post/435/76549837,Post by Ravi Chatterjee on Speciality Supplements,912648,21729,613
385,Twitter,2025-04-26,https://example.com/post/385/53034742,Post by Ravi Naidu on Pre/Post Workout,253593,43421,2278
26,Instagram,2025-05-28,https://example.com/post/26/39891163,Post by Sanya Malhotra on Gainers,578236,84370,3101
207,YouTube,2023-11-18,https://example.com/post/207/20580463,Post by Rahul Joshi on Weight Loss Foods,482395,58270,4694
230,Instagram,2023-01-21,https://example.com/post/230/76901651,Post by Shweta Reddy on Fat Burners,469784,41476,972
255,Facebook,2022-08-30,https://example.com/post/255/23776553,Post by Priya Gupta on Vital Herbs,424037,54096,293
286,YouTube,2022-07-25,https://example.com/post/286/22199793,Post by Neha Malhotra on Proteins,831244,79244,2495
456,YouTube,2025-05-31,https://example.com/post/456/85475000,Post by Isha Reddy on Herbs for Immunity,217899,85849,3737
487,Instagram,2024-06-22,https://example.com/post/487/58767001,Post by Amit Kumar on Pre/Post Workout,866401,7163,1826
433,Facebook,2025-02-09,https://example.com/post/433/54556611,Post by Neha Verma on Gainers,588360,81282,4914
243,Instagram,2024-08-07,https://example.com/post/243/70737878,Post by Rohit Patel on Fat Burners,120562,12821,1816
2,Instagram,2024-06-23,https://example.com/post/2/57665946,Post by Isha Naidu on Gainers,871196,83105,2391
281,Twitter,2025-06-28,https://example.com/post/281/60182714,Post by Ravi Kapoor on Herbs for Immunity,737201,13985,375
460,Facebook,2023-06-26,https://example.com/post/460/76091781,Post by Rohit Patel on Fat Burners,148271,94009,3352
55,Instagram,2023-12-27,https://example.com/post/55/91987136,Post by Vikram Joshi on Speciality Supplements,206438,24631,989
477,Twitter,2024-10-06,https://example.com/post/477/38935933,Post by Rahul Kumar on Weight Loss Foods,480247,25029,2768
56,Facebook,2024-11-19,https://example.com/post/56/16241172,Post by Manish Nair on Proteins,972638,83050,4823
64,Facebook,2025-02-01,https://example.com/post/64/71389561,Post by Karan Das on Fat Burners,691441,77292,4130
69,Facebook,2025-05-11,https://example.com/post/69/10582186,Post by Manish Chopra on Weight Loss Foods,557127,96547,397
284,Twitter,2024-12-27,https://example.com/post/284/88533572,Post by Rahul Joshi on Multivitamins,507390,66678,1451
355,Twitter,2023-07-15,https://example.com/post/355/27231111,Post by Vikram Verma on Pre/Post Workout,109584,50828,4919
311,Facebook,2024-05-14,https://example.com/post/311/77660514,Post by Isha Patel on Herbs for Immunity,925204,50468,3429
312,Facebook,2023-12-15,https://example.com/post/312/46721417,Post by Anjali Kapoor on Herbs for Personal Care,418196,44989,2409
232,Facebook,2023-04-24,https://example.com/post/232/28546206,Post by Sanya Sharma on Multivitamins,433794,79024,4196
154,Twitter,2024-04-27,https://example.com/post/154/84300459,Post by Suresh Iyer on Fat Burners,664311,28537,1645
108,Twitter,2024-03-11,https://example.com/post/108/56344519,Post by Manish Menon on Weight Loss Foods,966939,88179,1086
364,YouTube,2023-07-24,https://example.com/post/364/77631432,Post by Suresh Das on Herbs for Immunity,569843,91054,2640
364,YouTube,2023-03-18,https://example.com/post/364/57276557,Post by Suresh Das on Herbs for Immunity,590593,63013,4774
293,Facebook,2024-11-25,https://example.com/post/293/81659221,Post by Pooja Menon on Multivitamins,300817,55413,104
268,Twitter,2023-02-28,https://example.com/post/268/13391969,Post by Aditya Chopra on Fat Burners,400371,19098,434
344,Instagram,2022-11-17,https://example.com/post/344/36830448,Post by Karan Gupta on Fat Burners,280947,98378,1318
147,YouTube,2023-12-20,https://example.com/post/147/29653285,Post by Amit Sharma on Proteins,881155,8180,2417
105,Twitter,2022-09-29,https://example.com/post/105/58141541,Post by Rohit Sharma on Herbs for Personal Care,854568,59372,839
316,Twitter,2023-10-27,https://example.com/post/316/96854901,Post by Rohit Iyer on Herbs for Immunity,589534,51022,1946
262,Facebook,2024-03-05,https://example.com/post/262/99186817,Post by Deepak Joshi on Proteins,50261,50064,3174
214,Facebook,2024-04-25,https://example.com/post/214/84104909,Post by Ravi Joshi on Proteins,57415,1749,2058
104,YouTube,2025-01-17,https://example.com/post/104/40272606,Post by Neha Mehta on Gainers,956762,83121,3012
387,Facebook,2023-08-31,https://example.com/post/387/35970823,Post by Amit Mehta on Fat Burners,309467,58877,1453
350,Facebook,2022-12-24,https://example.com/post/350/35095571,Post by Vikram Menon on Proteins,183237,96398,4209
62,YouTube,2024-09-04,https://example.com/post/62/15453834,Post by Aditya Menon on Fat Burners,450323,36633,4559
136,Twitter,2023-04-17,https://example.com/post/136/31599504,Post by Priya Gupta on Vital Herbs,613353,33475,46
170,Facebook,2025-03-06,https://example.com/post/170/30777669,Post by Pooja Mehta on Vital Herbs,42880,20196,2642
306,Instagram,2022-11-06,https://example.com/post/306/93935292,Post by Sanya Bhartia on Herbs for Immunity,646512,86805,2467
252,Twitter,2024-07-27,https://example.com/post/252/19781894,Post by Priya Patel on Vital Herbs,823116,92807,2603
270,YouTube,2023-10-18,https://example.com/post/270/34678492,Post by Neha Iyer on Proteins,546895,8986,4138
82,Twitter,2024-11-22,https://example.com/post/82/82890984,Post by Divya Das on Proteins,564123,52926,753
179,Twitter,2023-10-21,https://example.com/post/179/38635863,Post by Sanya Bhartia on Weight Loss Foods,696556,43550,2712
185,Twitter,2024-03-17,https://example.com/post/185/39319229,Post by Suresh Joshi on Vital Herbs,997470,98702,4345
